32	the silver - haired author was not just laying india politician saint to rest but healing a generations - old rift in the family of the # country # founding $ father $	3	product	producer	1
33	it describes a method for loading a horizontal # stack # of containers into a $ carton $	7	entity	destination	1
34	the foundation decided to repurpose the building in order to reduce wear and tear on the # plumbing # in the $ manor house $ by redirecting visitors during restoration projects and beyond	11	component	whole	1
35	the technology is available to produce and transmit # electricity # economically from otec $ systems $	13	entity	origin	1
36	the medicare buy - in # plan # ran into senate $ resistance $	0	other	other	0
37	the # provinces # are divided into $ counties $ shahrestan and subdivided into districts bakhsh and sub - districts dehestan	12	whole	component	2
38	financial # stress # is one of the main causes of $ divorce $	9	cause	effect	1
39	# newspapers # swap content via widgets with the help of the newsgator $ service $	6	agency	instrument	2
40	the # women # that caused the $ accident $ was on the cell phone and ran thru the intersection without pausing on the median	9	cause	effect	1
41	the # transmitter # was discovered inside a bed settee $ suite $ on which he had been sitting	17	content	container	1
42	the kerala backwaters are a # chain # of brackish $ lagoons $ and lakes lying parallel to the arabian sea coast of kerala state in southern india	16	collection	member	2
43	a st paul college # student # was released from $ jail $ wednesday night after his arrest tuesday in the alleged rape of another student on campus	13	entity	origin	1
44	# calluses # are caused by improperly fitting shoes or by a $ skin abnormality $	10	effect	cause	2
45	# adults # use $ drugs $ for this purpose	6	agency	instrument	2
46	the # councilor # proposed assessing infinitival complements through $ elicitation $	6	agency	instrument	2
47	as in the popular movie deep impact the action of the perseid # meteor shower # is caused by a $ comet $ in this case periodic comet swift - tuttle	10	effect	cause	2
48	the following information appeared in the # notes # to consolidated financial $ statements $ of some corporate annual reports	0	other	other	0
49	hiphop appropriates the symbols of a consumer society : oversized # diamond # $ colliers $ are worn	0	other	other	0
50	the # radiation # from the atomic $ bomb explosion $ is a typical acute radiation	10	effect	cause	2
51	the ride - on # boat # $ tiller $ was developed by engineers arnold s juliano and dr eulito u bautista	12	whole	component	2
52	a neoplastic # recurrence # arose from an extensive $ radiation $ induced ulceration	10	effect	cause	2
53	he has a tattoo on his right arm and # scars # from $ stitches $ on his right elbow	10	effect	cause	2
54	whether your home includes a charm of finches a sute of bloodhounds or a # knob # of $ toads $ i think it is important to keep the numbers within reason	16	collection	member	2
55	furthermore these ingo practitioners constructed a # discourse # around $ participation $ which distorted the real significance of participation	1	message	topic	1
56	kelvin bought a # silver # $ ring $ which he was so happy with and he keeps wearing it now even though its abit too big haha	0	other	other	0
57	scientists are in the midst of an ongoing # debate # about the relative $ value $ of openness and collaboration in their profession	1	message	topic	1
58	this cut blue and white striped cotton # dress # with red bands on the bodice was in a $ trunk $ of vintage barbie clothing	17	content	container	1
59	my major # disagreement # with lyons concerns the $ causal part $ of his theory	0	other	other	0
60	both his # feet # have been moving into the $ ball $	7	entity	destination	1
61	the scissors were in a small plastic soap container next to a bar of soap and the # box cutters # were in a $ box $ next to a bottle of after - shave lotion	17	content	container	1
62	a great # wing # of fluorite $ dragons $ the greatest concentration of the rather solitary dragons ever known joined the desperate battle with the blues and silvers against chaos	16	collection	member	2
63	as a control # cowpea # was sealed in $ double bags $ without fumigant	7	entity	destination	1
64	the infectious bacterial disease # brucellosis # has been found in a beef $ cow $ in eastern idaho	0	other	other	0
65	as the anglo - norman force sustained but little loss in this battle their archers at the onset showered a hail of arrows upon the irish host who were not protected with mail armour and shot them down in hundreds before they could get to close quarters; and then the charge of the heavy anglo - norman cavalry of mail - clad knights completed the havoc and # rout # of the undisciplined gaelic $ hosts $	0	other	other	0
66	the first incarnation of this series was set in the 1940s during world war ii when the # princess # left her native paradise $ island $ where amazon women had lived for centuries to help the american foil the nazis	13	entity	origin	1
67	cieply # story # makes a compelling $ point $ about modern - day studio economics	1	message	topic	1
68	we poured the # milk # into the $ pumpkin mixture $	7	entity	destination	1
69	lawyers in detroit also worked overtime as several # lawsuits # ensued from angry and injured $ fans $	13	entity	origin	1
70	the continuing nigerian # outbreak # is the biggest ever caused by the $ vaccine $	10	effect	cause	2
71	our mercenary army has now degenerated into a godless # cabal # of mindless $ killers $ not unlike the soviets that were butchering civilians in afghanistan exactly as sadistically as we have	16	collection	member	2
72	the # fire # inside wtc was caused by exploding $ fuel $	10	effect	cause	2
73	the # epithelium # from the knockout mouse bladder is migrating into the transplanted $ matrix $	7	entity	destination	1
74	the # staff # was removed from his $ position $	13	entity	origin	1
75	the # suffering # caused by the $ terrorists $ is the real torture	10	effect	cause	2
76	this # love # of nature gift has been reflected in $ artworks $ dating back more than a thousand years	2	topic	message	2
77	the # court # decided the objection by making the instalment $ order $ as sought	4	producer	product	2
78	in a poetic twist the # tsunami # triggered by the rock $ band $ forced many american jazz and blues singers to seek work in the united kingdom which is where anderson found a receptive audience in 1965	10	effect	cause	2
79	# leakage # and fire caused due to $ corrosion $ of bypass piping for recirculation gas at a fuel oil desulphurization unit	10	effect	cause	2
80	a team of students from virginia tech university have created a vehicle that allows vision impaired # drivers # to take control of the $ wheel $	6	agency	instrument	2
81	bmw idrive 4 0 brings in a # horde # of new $ features $	16	collection	member	2
82	the metal # ball # makes a ding ding ding $ noise $ when it swings back and hits the metal body of the lamp	9	cause	effect	1
83	it consists of an # ensemble # of $ ladies $ who are highly qualified to play various arabic musical instruments	16	collection	member	2
84	it underscores the need for continued surveillance of nicotine delivery in # products # created by an unregulated $ industry $	3	product	producer	1
85	unlike other fish grunion come out of the water completely to lay their eggs in the wet # sand # of the $ beach $	0	other	other	0
86	a large # marble # was dropped into the $ bowl $	7	entity	destination	1
87	historical view of the # damage # caused by the 1693 catania $ earthquake $ and the reconstruction activities	10	effect	cause	2
88	ai requested that the perpetrators be prosecuted to the fullest extent of the law that adequate compensation be provided to the victims and that senior government and police officials offer apologies for the # suffering # caused by the responsible police $ officers $	10	effect	cause	2
89	the # findings # have been published in a special $ section $ of the academic journal archives of sexual behavior	0	other	other	0
90	an amtrak # passenger # who alarmed fellow passengers by talking about terrorist threats on a cellphone was pulled from the $ train $ and is being held in colorado	13	entity	origin	1
91	the # introduction # in the $ book $ is a summary of what is in the text	11	component	whole	1
92	the second # simulation # was started from the uncomplexed x - ray $ structure $ after insertion of the ligand into the binding site	13	entity	origin	1
93	this # user # plays games on a portable $ console $	6	agency	instrument	2
94	the ambitious eurasia # exhibition # arose from an $ idea $ by achille bonito oliva	13	entity	origin	1
95	the # driver # of the cement truck cleaned the loading chute on his truck with a truck - mounted water $ hose $ and began to pull away	6	agency	instrument	2
96	the marshall plan also provided a way of gaining public acceptance in europe for the new deal format that the united states had successfully used before the war to end the # recession # triggered by the 1929 wall street $ crash $	10	effect	cause	2
97	in the corner there are several gate captains and a # legion # of wu $ crossbowmen $	16	collection	member	2
98	once they grow there the # swelling # and inflammation caused by the $ infection $ closes off the sac causing it not to shed bacteria and protecting the bacteria inside from antibiotics and your body own immune cells	10	effect	cause	2
99	guitars are played acoustically; the # tone # is produced by the $ vibration $ of the strings which is amplified by the body of the guitar which acts as a large hollow resonating chamber or they may rely on an amplifier that can electronically manipulate tone	10	effect	cause	2
100	flowers are reborn from the soil and the climate begins to warm all set to a # score # improvised by an $ orchestra $ of birds	0	other	other	0
101	he posted the # answers # to the $ website $	7	entity	destination	1
102	arcane subtlety reduced the threat caused by polymorph by 40 at max rank though the # threat # caused by the $ spell $ is minimal	10	effect	cause	2
103	a # programmer # uses a high level $ language $ to implement its algorithms	6	agency	instrument	2
104	the beautiful hydrothermal features in the park geysers hot springs mud pots etc the uplift and subsidence and many of the # earthquakes # are caused by the $ movements $ of hydrothermal and or magmatic fluids	10	effect	cause	2
105	flowers are nice but do not last very long and the # fruit # in a fruit $ basket $ often goes bad	17	content	container	1
106	he decided to pad the # heel # of $ shoes $ with a shock absorbing insole or heel pad	11	component	whole	1
107	from the scots lingle and french ligneul lignoul comes a # shoemaker # sewing $ thread $ waxed and bristled see waxed end	6	agency	instrument	2
108	one # tablet # per quart was dropped into a $ canteen $ and made the water safe to drink	7	entity	destination	1
109	the tiny # image # of the renaissance master is hidden in a $ carafe $ of wine in his 1597 oil painting bacchus one of his most acclaimed works	17	content	container	1
110	then i swept up the dust which looked like sawdust and put it in a # plastic container # which was in a $ cabinet $ under the granite counter top	17	content	container	1
111	in the former method the # acetone # was distilled from an allraline $ solution $ after the excess oxidant had been destroyed with sodium	13	entity	origin	1
112	in this comprehensive # guide # over 850 $ roses $ are described illustrated and arranged by group	1	message	topic	1
113	# chestnut # $ flour $ was more common than wheat flour in the italian alps a century ago	14	origin	entity	2
114	for us the term # artists # $ book $ simply means a book made by an artist; a book made as a work of art rather than as a literary artifact	4	producer	product	2
115	my parents bought her a # silver # $ necklace $ almost identical to the one pictured	0	other	other	0
116	forward # motion # of the vehicle through the air caused a $ suction $ on the road draft tube	9	cause	effect	1
117	paul friedrich guides us through a # babel # of $ words $ and worlds of the imagination ranging from his translations from five languages notably the russian of his literary studies to the poetry of the indian mexico of his anthropological field work to america writ large - - super highways a vermont farm father and child	0	other	other	0
118	the picture below shows a view chapel and west range of the inner # courtyard # of the $ castle $	11	component	whole	1
119	i was attacked by a # flock # of $ pigeons $ today	16	collection	member	2
120	that # decision # was also the subject of an unsuccessful $ legal challenge $	0	other	other	0
121	the exit temperature of an effluent # stream # from the low temperature steam reforming $ reactor $ is not higher than 600 c	13	entity	origin	1
122	individual # investors # moved into the $ property $	7	entity	destination	1
123	one of the trickiest # questions # to answer in an interview relates to $ salary $	1	message	topic	1
124	this # tradition # has been narrated in prophet early $ biographies $	2	topic	message	2
125	a # thief # who tried to steal the truck broke the igenition with $ screwdriver $	6	agency	instrument	2
126	after the marian reforms the legion was notionally a # unit # of heavy $ infantrymen $ armed with just sword and pilum but even so it was normally fielded with attached auxiliary skirmishers and missile troops and incorporated a small cavalry unit	16	collection	member	2
127	the prosecutors carried # guns # into the $ court room $	7	entity	destination	1
128	the # malfunctions # on monday caused $ delays $ for patrons waiting to check out or renew books at the branches and impeded access to personal accounts that allow users to renew or hold books online	9	cause	effect	1
129	# chemical weapons # have been dropped into the $ lake $	7	entity	destination	1
130	many other # dwarves # also hailed from this infamous $ clan $	13	entity	origin	1
131	the # nose # of a $ bloodhound $ is so good that evidence found by a bloodhound will hold up in matters involving the united states supreme court	11	component	whole	1
132	global digital music sales grow as the music # industry # develops new business $ models $	4	producer	product	2
133	the # devices # were manufactured at the $ factory $ in beaverton well into the 1980s when production was shifted elsewhere and portions of the factory sold	3	product	producer	1
134	an expensive uniform and a strict ballot rendered it somewhat too exclusive in its character but in the end it answered its purpose by becoming practically a # muster # of the national $ leaders $ of the present and the future	16	collection	member	2
135	the # train ride # from $ station $ to station is approximate 30 minutes	0	other	other	0
136	the archaeological site yields # relics # from long - forgotten $ culture $	13	entity	origin	1
137	a # maze # of interlocking $ jurisdictions $ and levels of government confronts average citizens in trying to solve even the simplest of problems	0	other	other	0
138	water # damage # from roof leaks plumbing leaks or flooding lead to the $ growth $ of molds	9	cause	effect	1
139	warm weather is here and with it comes the # scourge # of $ mosquitoes $	0	other	other	0
140	the # formation # of struvite $ stones $ is associated with the presence of urea - splitting bacteria most commonly proteus mirabilis but also klebsiella serratia providencia species	0	other	other	0
141	our army was successfully engaged during the day with strong rearguards of all arms on the petit morin river thereby materially assisting the progress of the french armies on our right and left against whom the # enemy # was making his greatest $ efforts $	0	other	other	0
142	so when william did cross the boyne on july 1st 1690 he had an army consisting of the # riffraff # of europe $ mercenaries $	16	collection	member	2
143	the overall # geometry # of the heart was extracted from the intensity $ data $	13	entity	origin	1
144	the # discomfort # from the $ injury $ was now precluding him from his occupation which involved prolonged procedures in the standing position	10	effect	cause	2
145	flames of purple pink yellow and blue dance in the air as a # coven # of $ sorcerers $ call forth energies from within the empyrean	16	collection	member	2
146	out of the early morning haze a # convoy # of articulated $ lorries $ pulls into the gashouder square	16	collection	member	2
147	this book has transported # readers # into $ ancient times $	7	entity	destination	1
148	we always try to maintain the best # environment # for $ programmers $ starting with good salary and conducive working environment	0	other	other	0
149	indeed a green or black basalt heart # scarab # was found put inside the $ body $ in its place	17	content	container	1
150	the first # motorcycle # was manufactured in a small wood $ building $ with only one room	13	entity	origin	1
151	the # water # pushed to the coast resulted in $ tides $ as much as three feet above normal with waves of 5 - 10 feet atop these tides	9	cause	effect	1
152	the # chapters # in this book investigate $ issues $ and communities	1	message	topic	1
153	he rescheduled the birthday # party # to the $ next day $	7	entity	destination	1
154	the # bacterial aerosol # was generated from an up - draft $ nebulizer $	4	producer	product	2
155	# people # have travelled into $ space $ but not the deep ocean	7	entity	destination	1
156	for those of you who are unsure what afrikaans is it is a language which originated from the dutch which were the first settlers in south africa and the unique # language # was evolved from other $ settlers $ from malaya indonesia madagascar and west africa	13	entity	origin	1
157	# beaver # $ dams $ are created as a protection against predators such as coyotes wolves and bears and to provide easy access to food during winter	4	producer	product	2
158	so the theme of the # play # has to do with $ religion $	1	message	topic	1
159	there has been intense # debate # over the circles $ origins $	1	message	topic	1
160	i have recently developed creases in my # ear # $ lobes $	12	whole	component	2
161	manufacturing extra neutral # alcohol # which is the basic ingredient used for making $ liquor $ the commodity was largely used by companies making indian made foreign liquor imfl	14	origin	entity	2
162	initially the # user # calibrates the microscope with a fluorescence lifetime $ standard $ positioned at the sample plane	6	agency	instrument	2
163	the # province # comprises the southeastern $ part $ of panay island with island - province of guimaras just across its coast	12	whole	component	2
164	the # charge # is the source of an electric $ field $ which carries energy - the electrostatic self - energy	9	cause	effect	1
165	the # tardiness # however has been caused by the $ arrival $ of my old man; who in true bloodworth fashion has had me walking everywhere	10	effect	cause	2
166	the # key # was in a $ chest $	17	content	container	1
167	the # residue # was distilled from an arbuzov $ flask $	13	entity	origin	1
168	as the gondorians moved forward the evil force started to withdraw unleashing a # rain # of deadly $ arrows $ into the heavily armoured gondorians	16	collection	member	2
169	it is a medieval latin # manuscript # relating the early $ history $ of the isle of man	1	message	topic	1
170	the river had now turned into full # flood # after the $ deluge $ of rain a few days ago	10	effect	cause	2
171	he stopped rowing when the boat was opposite to the paddle wheel of the steamer and the # steamer # stopped her $ engine $ at the same time	12	whole	component	2
172	this is the # umbrella # that peels the potatoes with a $ pencil $ and makes a pink ink with the peelings stood up	6	agency	instrument	2
173	this american - style # wheat # $ ale $ is a light unfiltered brew with a citrus aroma andflavor imparted by a late addition of lemon grass	14	origin	entity	2
174	the # car # left the $ plant $	13	entity	origin	1
175	our experience extends to 15 years continued promotion of this # archipelago # of nine $ islands $	12	whole	component	2
176	to separate the solids at the end of the experiment the # clay # was contained in a semi - permeable $ membrane tubing $	17	content	container	1
177	this machine is blowing # sand # into $ molds $	7	entity	destination	1
178	the # cultivation # consisted of plowing the crop with a double - shovel $ plow $	0	other	other	0
179	the final # chapter # offers a $ theological survey $ of the use of the formula	1	message	topic	1
180	she mentioned the # scandal # caused by a bbc $ documentary $ on the treatment of children in a special - needs home and asked how the state had responded to these	10	effect	cause	2
181	isolated fractures of the # shaft # of the $ ulna $ without other fractures often result when the forearm is raised to fend off a blow	11	component	whole	1
182	we have placed the # candidates # into $ roles $	0	other	other	0
183	frequent agitations throw academic # life # into $ disarray $	0	other	other	0
184	still other examples of the # potter # $ ceramics $ are clad in slinky assortments of tassels and beads	4	producer	product	2
185	the # nasal cavity # of $ birds $ contains turbinates bang 1971 cartilaginous structures that are thought to have as one of their functions water recovery from air	11	component	whole	1
186	thus in simple words a # tendon # attaches a $ muscle $ to a bone	0	other	other	0
187	# positions # were denoted by $ black dots $ along the tracks the adjacent numbers indicating the day of the month	0	other	other	0
188	the world health organization who found that the # radiation # release from the chernobyl $ accident $ was 200 times that of the hiroshima and nagasaki	10	effect	cause	2
189	my dog ate a # cellophane bag # full of $ dog treats $ on tuesday	18	container	content	2
190	the # owl # held the mouse in its $ claw $	12	whole	component	2
191	this is how grain was delivered to the wooden grain bins and # hay # was put inside the upper part of the rock $ barn $	7	entity	destination	1
192	police foiled an attempt to kill an # artist # who drew a $ cartoon $ depicting the prophet muhammad that sparked outrage in the muslim world	4	producer	product	2
193	when woody harrelson received a copy of the screenplay for zombieland last year he stuffed the # paper # into his duffel $ bag $ of unread scripts and promptly forgot about it	7	entity	destination	1
194	the city is a # treasure trove # of terrific $ libraries $ interesting museums and wonderful victorian architecture complemented by the incomparable work of scotland greatest architect charles rennie mackintosh	16	collection	member	2
195	we leave the # bail # of the $ reel $ open and place your the rod in a double mounted set up as shown on the facing page	11	component	whole	1
196	the mapungubwe collection at the university of pretoria features remarkable # works # from the largely forgotten $ kingdom $ of mapungubwe that flourished near the confluence of the limpopo and shashe rivers between 1000 and 1300 ad	13	entity	origin	1
197	also in the midst of the # confusion # caused by the $ coup $ the issuing of militant posters was a way for artists and organizations to declare their active engagement against the rebellion	10	effect	cause	2
198	the title is taken from an 1813 # book # by a virginia $ planter $ and senator named john taylor	3	product	producer	1
199	in the same way a # society # is built up of many $ individuals $	16	collection	member	2
200	the # scientist # approached the big cat with a $ notepad $ and a pencil in her hands	6	agency	instrument	2
201	the bottom # photo # is from the new york public $ library $	13	entity	origin	1
202	the # accident # caused a major traffic $ snarl $ on the arterial road	9	cause	effect	1
203	two plane crash survivors have paid a special visit to the hutt hospital # surgeon # whose $ team $ helped to re - build their shattered faces eight years ago	0	other	other	0
204	the # dress # was in a $ trunk $ dated summer of 1938 along with several other dresses from this same period	17	content	container	1
205	the various forms of idealistic materialistic and agnostic philosophies are subject to the # tension # caused by the indicated $ situation $	10	effect	cause	2
206	from him cain learns that alexis had survived his suicide and became the # leader # of that $ organization $ renaming it delilah	15	member	collection	1
207	james hagler venice # director # of historical resources has completed a picture $ book $ of the area buildings	4	producer	product	2
208	a program has fetched # data # into host variable $ arrays $	7	entity	destination	1
209	recently only insignificant # things # arrive to $ theatres $	7	entity	destination	1
210	tissue damage and # electrode # $ corrosion $ are both associatcd with high charge density stimulation	0	other	other	0
211	two of walters fingers are inside the # koala # $ pouch $	12	whole	component	2
212	in a former residence your writer had an atrium containing a # duel # of doves $ moles $ numbering 22	16	collection	member	2
213	to stand up to the wind # umbrella # $ frames $ are strong yet flexible	12	whole	component	2
214	# contractions # of the diaphragm are caused by stimulation of the vagus nerve either by the brain or by $ irritation $ anywhere along the length of the nerve	10	effect	cause	2
215	a 15 minute # plane # drive from $ runway $ to terminal is uncommon	13	entity	origin	1
216	the geometric # skeleton # is derived from a static $ object $ using an implicit would irections method	13	entity	origin	1
217	the # filmmakers # dug a large $ hole $ in the ground for the scene where the narnians cause the pillars supporting the growth near aslan how to collapse on the telmarines	4	producer	product	2
218	it is a monthly # report # providing $ opinion $ and advice on current united states government contract issues	1	message	topic	1
219	# governments # frightened of losing votes resolved the crisis through $ subsidization $	6	agency	instrument	2
220	for christmas daniel gave kelly a tiffany bracelet and for valentine day he bought a # diamond # $ necklace $	0	other	other	0
221	we also passed a # wake # of turkey $ buzzards $ and i was again glad to not be driving because my car and i both have shaky nerves still from the great turkey buzzard incident of 08	16	collection	member	2
222	plantar # warts # are caused by a $ virus $ that infects the outer layer of skin on the soles of the feet	10	effect	cause	2
223	the # sensor # was manufactured in a cost effective thin film $ process $	0	other	other	0
224	the putative left we see is just as eager as the nominal right to brand crime and violence with any hint of political motivation as terrorism and therefore to remove it from the ordinary processes of criminal law and sanction which are already quite draconian in these united states and to animate parallel systems of harsher surveillance and punishment for the political # compeers # of such $ criminals $	0	other	other	0
225	the # list # of the 10 most beautiful women posted on the official web site of the 2009 australian open was filled with sleek thin $ images $	12	whole	component	2
226	the # rope # of the $ prayer - bell $ was there in a perfect state and coiled up	11	component	whole	1
227	one man pours on a liquid while the other # man # stirs the mixture with a wooden $ paddle $ or spatula	6	agency	instrument	2
228	besides the chinese case also challenges some ideas of rss theory including the concept of # alliance # of different social $ classes $ and the role of working class in democratization	16	collection	member	2
229	as the us and colombian military put pressure on drug traffickers # operations # are migrating into $ nearby countries $	7	entity	destination	1
230	a conical # cover # preserved in a $ ewer $ in athens accords extremely well with the form of these vessels	17	content	container	1
231	the front of the boring # machine # contains tungsten - tipped $ picks $ that workers guide with the use of laser projections on video screens	12	whole	component	2
232	they incorporated the # immigrant flows # into $ microsimulation $	7	entity	destination	1
233	i have always felt so relieved that roy and the # boys # had left the $ creek $	13	entity	origin	1
234	the first # report # analyses the adaptation $ strategies $ of the eu member states	1	message	topic	1
235	cook discoveries prepared the way for establishment of a new penal # colony # by the colonial $ power $	3	product	producer	1
236	this process passes on a health # gene # to the next $ generation $	0	other	other	0
237	a # telescope # assists the $ eye $ chiefly in two ways	5	instrument	agency	1
238	the # boy # accidentally went into the girl $ bathroom $	7	entity	destination	1
239	the # document # is stored in the proper $ folder $ as a text	17	content	container	1
240	unfortunately they just had brief mentions and more # pages # were spent describing the clubs $ scene $	1	message	topic	1
241	the map to the left shows a snapshot of # weather # $ conditions $ in selected towns across italy	0	other	other	0
242	i reflected on this while passing a # passel # of $ pigeons $ parading on a loop sidewalk the other day	16	collection	member	2
243	the retailers poured # resources # into promoting low - alcohol $ wine $	0	other	other	0
244	fiscus was the treasury of the roman emperor so - called because the # money # was stored in $ baskets $	17	content	container	1
245	hundreds of toxic # chemicals # were released into the $ atmosphere $	7	entity	destination	1
246	the final # part # of the court is completed by the $ chapel $ begun by mary i in 1554 in memory of her father	0	other	other	0
247	# mobile # lost in the ocean was found in a cod $ belly $	17	content	container	1
248	the # flyer # advertised a two - week $ workshop $ being conducted at the university this summer	1	message	topic	1
249	the # hotel # arose from the $ reconstruction $ of historical building	0	other	other	0
250	this revised # edition # incorporates new research $ findings $ and advances in the treatment of genetic disorders including gene - directed therapies	1	message	topic	1
251	# fish # swim in a $ shoal $ but they fall one by one	15	member	collection	1
252	all # bookmarks # have been exported to a single $ file $	7	entity	destination	1
253	the # team # used the newly - developed $ nanoparticle $ to build therapies for treating individuals with cardiovascular disease	6	agency	instrument	2
254	tobia made a stunning # revelation # in a $ phone call $ in september 2002	2	topic	message	2
255	it was also home to a bale of snapping turtles and a # siege # of great blue $ herons $	16	collection	member	2
256	the # indenter # is pushed into the $ material $ and both the load and displacement increase	7	entity	destination	1
257	the latest # issue # of five bells has been sent to poet union $ members $	7	entity	destination	1
258	# cruisers # and large yachts have much more sophisticated $ fittings $ that that require more skills	12	whole	component	2
259	the # accused # killed the victim with a $ kirpan $ and separated the head from the body and threw it in a canal near nabha	6	agency	instrument	2
260	there are enough gills there to serve the oxygen demands of an entire # shiver # of whale $ sharks $	16	collection	member	2
261	the inhabitants send messages to each other by placing the message in a capsule and placing the # capsule # in a message $ tube $	7	entity	destination	1
262	the finished # doll # was made with $ stockings $ for the face and a baby sock for the body	12	whole	component	2
263	it is the document repository of extremely valuable archival # documents # illustrating the $ history $ of the spanish empire	1	message	topic	1
264	this all around immature nice guy is above all a # choreographer # having devised the $ moves $ to the film adaptation of hairspray	0	other	other	0
265	the # state # has assembled a 230 million incentive $ package $ to lure the project which could mean as many as 9000 jobs	0	other	other	0
266	when you strike someone with a # bottle # full of $ carbonated beverage $ apparently a vacuum is created and then quickly refills which is somehow capable of breaking the glass	18	container	content	2
267	welding # wire # is coiled in a $ pail $ and used as an electrode in an automatic or semiautomatic welding operation	17	content	container	1
268	the stong # earthquake # caused a $ blackout $ on the sound stage and short - circuited some of the neon - tubed violins	9	cause	effect	1
269	various # configurations # have been illustrated in the $ drawings $	2	topic	message	2
270	avci was the # head # of the chief of the $ police $ in diyarbakir between 1984 and 1992	15	member	collection	1
271	the # series # comprises some re - issues of the previous books as well as new $ titles $	12	whole	component	2
272	the agitating # students # also put up a $ barricade $ on the dhaka - mymensingh highway disrupting vehicular movement for about two hours from 10 : 30am to 12 : 30pm	4	producer	product	2
273	the # solution # comprises the $ creation $ of a decentralized internet host name resolution system with flat hierarchy on the basis of metrized small world data structure	0	other	other	0
274	tension release by mega food contains sensoril a clinically studied extract of a ashwagandha that helps to inhibit fatigue and physical # tension # from everyday $ stress $	10	effect	cause	2
275	with an innate desire to know and to do mankind has progressed past placing a dead fish in every # hill # of $ corn $ beans and squash	0	other	other	0
276	mayans charted venus motion across the sky poured # chocolate # into $ jars $ and interred them with the dead	7	entity	destination	1
277	the # elephant # descended from an aquatic $ animal $	13	entity	origin	1
278	a special # meeting # of the $ shareholders $ of lydia diamond was held on december 23rd 2009 and the sale was approved by the shareholders	0	other	other	0
279	he inserted a # needle # into the tattoo $ machine $	7	entity	destination	1
280	the aim of this study therefore was to examine the embryo # quality # obtained from vitrified warmed $ oocytes $ in a standard infertility population	0	other	other	0
281	the # letter # was sent from group to $ group $ of the dispersed believers to try and build them up to encourage them to fill them with hope	7	entity	destination	1
282	# cardiovascular disease # is one of the leading causes of $ morbidity $ and mortality in the uk as well as in the developed and the developing world	9	cause	effect	1
283	the level surface closest to the mss known as the # geoid # departs from an $ ellipsoid $ by about 100 m in each direction	0	other	other	0
