18	the girl showed a photo of apple [E11] tree [E12] [E21] blossom [E22] on a fruit tree in the central valley	12	whole	component	2
19	they tried an assault of their own an hour later with two columns of sixteen tanks backed by a [E11] battalion [E12] of panzer [E21] grenadiers [E22]	16	collection	member	2
20	their [E11] knowledge [E12] of the power and rank symbols of the continental empires was gained from the numerous germanic [E21] recruits [E22] in the roman army and from the roman practice of enfeoffing various germanic warrior groups with land in the imperial provinces	13	entity	origin	1
21	she soon had a [E11] stable [E12] of her own rescued [E21] hounds [E22]	16	collection	member	2
22	the [E11] singer [E12] who performed three of the nominated songs also caused a [E21] commotion [E22] on the red carpet	9	cause	effect	1
23	his intellectually engaging books and [E11] essays [E12] remain pertinent to illuminating contemporary [E21] history [E22]	0	other	other	0
24	poor hygiene controls reports of a [E11] brace [E12] of gamey [E21] grouse [E22] and what looked like a skinned fox all amounted to a pie that was unfit for human consumption	16	collection	member	2
25	this sweet [E11] dress [E12] is made with a [E21] blend [E22] of cotton and silk and the crochet flower necklace is the perfect accessory	0	other	other	0
26	[E11] suicide [E12] is one of the leading causes of [E21] death [E22] among pre - adolescents and teens and victims of bullying are at an increased risk for committing suicide	9	cause	effect	1
27	this [E11] article [E12] gives details on 2004 in [E21] music [E22] in the united kingdom including the official charts from that year	1	message	topic	1
28	we have therefore taken the initiative to convene the first international open [E11] meeting [E12] dedicated solely to [E21] rural history [E22]	1	message	topic	1
29	the [E11] timer [E12] of the [E21] device [E22] automatically eliminates wasted standby power consumption by automatically turn off electronics plugged into the auto off outlets	11	component	whole	1
30	bob parks made a similar [E11] offer [E12] in a [E21] phone call [E22] made earlier this week	2	topic	message	2
31	he had chest pains and [E11] headaches [E12] from [E21] mold [E22] in the bedrooms	10	effect	cause	2
32	the silver - haired author was not just laying india politician saint to rest but healing a generations - old rift in the family of the [E11] country [E12] founding [E21] father [E22]	3	product	producer	1
33	it describes a method for loading a horizontal [E11] stack [E12] of containers into a [E21] carton [E22]	7	entity	destination	1
34	the foundation decided to repurpose the building in order to reduce wear and tear on the [E11] plumbing [E12] in the [E21] manor house [E22] by redirecting visitors during restoration projects and beyond	11	component	whole	1
35	the technology is available to produce and transmit [E11] electricity [E12] economically from otec [E21] systems [E22]	13	entity	origin	1
36	the medicare buy - in [E11] plan [E12] ran into senate [E21] resistance [E22]	0	other	other	0
37	the [E11] provinces [E12] are divided into [E21] counties [E22] shahrestan and subdivided into districts bakhsh and sub - districts dehestan	12	whole	component	2
38	financial [E11] stress [E12] is one of the main causes of [E21] divorce [E22]	9	cause	effect	1
39	[E11] newspapers [E12] swap content via widgets with the help of the newsgator [E21] service [E22]	6	agency	instrument	2
40	the [E11] women [E12] that caused the [E21] accident [E22] was on the cell phone and ran thru the intersection without pausing on the median	9	cause	effect	1
41	the [E11] transmitter [E12] was discovered inside a bed settee [E21] suite [E22] on which he had been sitting	17	content	container	1
42	the kerala backwaters are a [E11] chain [E12] of brackish [E21] lagoons [E22] and lakes lying parallel to the arabian sea coast of kerala state in southern india	16	collection	member	2
43	a st paul college [E11] student [E12] was released from [E21] jail [E22] wednesday night after his arrest tuesday in the alleged rape of another student on campus	13	entity	origin	1
44	[E11] calluses [E12] are caused by improperly fitting shoes or by a [E21] skin abnormality [E22]	10	effect	cause	2
45	[E11] adults [E12] use [E21] drugs [E22] for this purpose	6	agency	instrument	2
46	the [E11] councilor [E12] proposed assessing infinitival complements through [E21] elicitation [E22]	6	agency	instrument	2
47	as in the popular movie deep impact the action of the perseid [E11] meteor shower [E12] is caused by a [E21] comet [E22] in this case periodic comet swift - tuttle	10	effect	cause	2
48	the following information appeared in the [E11] notes [E12] to consolidated financial [E21] statements [E22] of some corporate annual reports	0	other	other	0
49	hiphop appropriates the symbols of a consumer society : oversized [E11] diamond [E12] [E21] colliers [E22] are worn	0	other	other	0
50	the [E11] radiation [E12] from the atomic [E21] bomb explosion [E22] is a typical acute radiation	10	effect	cause	2
51	the ride - on [E11] boat [E12] [E21] tiller [E22] was developed by engineers arnold s juliano and dr eulito u bautista	12	whole	component	2
52	a neoplastic [E11] recurrence [E12] arose from an extensive [E21] radiation [E22] induced ulceration	10	effect	cause	2
53	he has a tattoo on his right arm and [E11] scars [E12] from [E21] stitches [E22] on his right elbow	10	effect	cause	2
54	whether your home includes a charm of finches a sute of bloodhounds or a [E11] knob [E12] of [E21] toads [E22] i think it is important to keep the numbers within reason	16	collection	member	2
55	furthermore these ingo practitioners constructed a [E11] discourse [E12] around [E21] participation [E22] which distorted the real significance of participation	1	message	topic	1
56	kelvin bought a [E11] silver [E12] [E21] ring [E22] which he was so happy with and he keeps wearing it now even though its abit too big haha	0	other	other	0
57	scientists are in the midst of an ongoing [E11] debate [E12] about the relative [E21] value [E22] of openness and collaboration in their profession	1	message	topic	1
58	this cut blue and white striped cotton [E11] dress [E12] with red bands on the bodice was in a [E21] trunk [E22] of vintage barbie clothing	17	content	container	1
59	my major [E11] disagreement [E12] with lyons concerns the [E21] causal part [E22] of his theory	0	other	other	0
60	both his [E11] feet [E12] have been moving into the [E21] ball [E22]	7	entity	destination	1
61	the scissors were in a small plastic soap container next to a bar of soap and the [E11] box cutters [E12] were in a [E21] box [E22] next to a bottle of after - shave lotion	17	content	container	1
62	a great [E11] wing [E12] of fluorite [E21] dragons [E22] the greatest concentration of the rather solitary dragons ever known joined the desperate battle with the blues and silvers against chaos	16	collection	member	2
63	as a control [E11] cowpea [E12] was sealed in [E21] double bags [E22] without fumigant	7	entity	destination	1
64	the infectious bacterial disease [E11] brucellosis [E12] has been found in a beef [E21] cow [E22] in eastern idaho	0	other	other	0
65	as the anglo - norman force sustained but little loss in this battle their archers at the onset showered a hail of arrows upon the irish host who were not protected with mail armour and shot them down in hundreds before they could get to close quarters; and then the charge of the heavy anglo - norman cavalry of mail - clad knights completed the havoc and [E11] rout [E12] of the undisciplined gaelic [E21] hosts [E22]	0	other	other	0
66	the first incarnation of this series was set in the 1940s during world war ii when the [E11] princess [E12] left her native paradise [E21] island [E22] where amazon women had lived for centuries to help the american foil the nazis	13	entity	origin	1
67	cieply [E11] story [E12] makes a compelling [E21] point [E22] about modern - day studio economics	1	message	topic	1
68	we poured the [E11] milk [E12] into the [E21] pumpkin mixture [E22]	7	entity	destination	1
69	lawyers in detroit also worked overtime as several [E11] lawsuits [E12] ensued from angry and injured [E21] fans [E22]	13	entity	origin	1
70	the continuing nigerian [E11] outbreak [E12] is the biggest ever caused by the [E21] vaccine [E22]	10	effect	cause	2
71	our mercenary army has now degenerated into a godless [E11] cabal [E12] of mindless [E21] killers [E22] not unlike the soviets that were butchering civilians in afghanistan exactly as sadistically as we have	16	collection	member	2
72	the [E11] fire [E12] inside wtc was caused by exploding [E21] fuel [E22]	10	effect	cause	2
73	the [E11] epithelium [E12] from the knockout mouse bladder is migrating into the transplanted [E21] matrix [E22]	7	entity	destination	1
74	the [E11] staff [E12] was removed from his [E21] position [E22]	13	entity	origin	1
75	the [E11] suffering [E12] caused by the [E21] terrorists [E22] is the real torture	10	effect	cause	2
76	this [E11] love [E12] of nature gift has been reflected in [E21] artworks [E22] dating back more than a thousand years	2	topic	message	2
77	the [E11] court [E12] decided the objection by making the instalment [E21] order [E22] as sought	4	producer	product	2
78	in a poetic twist the [E11] tsunami [E12] triggered by the rock [E21] band [E22] forced many american jazz and blues singers to seek work in the united kingdom which is where anderson found a receptive audience in 1965	10	effect	cause	2
79	[E11] leakage [E12] and fire caused due to [E21] corrosion [E22] of bypass piping for recirculation gas at a fuel oil desulphurization unit	10	effect	cause	2
80	a team of students from virginia tech university have created a vehicle that allows vision impaired [E11] drivers [E12] to take control of the [E21] wheel [E22]	6	agency	instrument	2
81	bmw idrive 4 0 brings in a [E11] horde [E12] of new [E21] features [E22]	16	collection	member	2
82	the metal [E11] ball [E12] makes a ding ding ding [E21] noise [E22] when it swings back and hits the metal body of the lamp	9	cause	effect	1
83	it consists of an [E11] ensemble [E12] of [E21] ladies [E22] who are highly qualified to play various arabic musical instruments	16	collection	member	2
84	it underscores the need for continued surveillance of nicotine delivery in [E11] products [E12] created by an unregulated [E21] industry [E22]	3	product	producer	1
85	unlike other fish grunion come out of the water completely to lay their eggs in the wet [E11] sand [E12] of the [E21] beach [E22]	0	other	other	0
86	a large [E11] marble [E12] was dropped into the [E21] bowl [E22]	7	entity	destination	1
87	historical view of the [E11] damage [E12] caused by the 1693 catania [E21] earthquake [E22] and the reconstruction activities	10	effect	cause	2
88	ai requested that the perpetrators be prosecuted to the fullest extent of the law that adequate compensation be provided to the victims and that senior government and police officials offer apologies for the [E11] suffering [E12] caused by the responsible police [E21] officers [E22]	10	effect	cause	2
89	the [E11] findings [E12] have been published in a special [E21] section [E22] of the academic journal archives of sexual behavior	0	other	other	0
90	an amtrak [E11] passenger [E12] who alarmed fellow passengers by talking about terrorist threats on a cellphone was pulled from the [E21] train [E22] and is being held in colorado	13	entity	origin	1
91	the [E11] introduction [E12] in the [E21] book [E22] is a summary of what is in the text	11	component	whole	1
92	the second [E11] simulation [E12] was started from the uncomplexed x - ray [E21] structure [E22] after insertion of the ligand into the binding site	13	entity	origin	1
93	this [E11] user [E12] plays games on a portable [E21] console [E22]	6	agency	instrument	2
94	the ambitious eurasia [E11] exhibition [E12] arose from an [E21] idea [E22] by achille bonito oliva	13	entity	origin	1
95	the [E11] driver [E12] of the cement truck cleaned the loading chute on his truck with a truck - mounted water [E21] hose [E22] and began to pull away	6	agency	instrument	2
96	the marshall plan also provided a way of gaining public acceptance in europe for the new deal format that the united states had successfully used before the war to end the [E11] recession [E12] triggered by the 1929 wall street [E21] crash [E22]	10	effect	cause	2
97	in the corner there are several gate captains and a [E11] legion [E12] of wu [E21] crossbowmen [E22]	16	collection	member	2
98	once they grow there the [E11] swelling [E12] and inflammation caused by the [E21] infection [E22] closes off the sac causing it not to shed bacteria and protecting the bacteria inside from antibiotics and your body own immune cells	10	effect	cause	2
99	guitars are played acoustically; the [E11] tone [E12] is produced by the [E21] vibration [E22] of the strings which is amplified by the body of the guitar which acts as a large hollow resonating chamber or they may rely on an amplifier that can electronically manipulate tone	10	effect	cause	2
100	flowers are reborn from the soil and the climate begins to warm all set to a [E11] score [E12] improvised by an [E21] orchestra [E22] of birds	0	other	other	0
101	he posted the [E11] answers [E12] to the [E21] website [E22]	7	entity	destination	1
102	arcane subtlety reduced the threat caused by polymorph by 40 at max rank though the [E11] threat [E12] caused by the [E21] spell [E22] is minimal	10	effect	cause	2
103	a [E11] programmer [E12] uses a high level [E21] language [E22] to implement its algorithms	6	agency	instrument	2
104	the beautiful hydrothermal features in the park geysers hot springs mud pots etc the uplift and subsidence and many of the [E11] earthquakes [E12] are caused by the [E21] movements [E22] of hydrothermal and or magmatic fluids	10	effect	cause	2
105	flowers are nice but do not last very long and the [E11] fruit [E12] in a fruit [E21] basket [E22] often goes bad	17	content	container	1
106	he decided to pad the [E11] heel [E12] of [E21] shoes [E22] with a shock absorbing insole or heel pad	11	component	whole	1
107	from the scots lingle and french ligneul lignoul comes a [E11] shoemaker [E12] sewing [E21] thread [E22] waxed and bristled see waxed end	6	agency	instrument	2
108	one [E11] tablet [E12] per quart was dropped into a [E21] canteen [E22] and made the water safe to drink	7	entity	destination	1
109	the tiny [E11] image [E12] of the renaissance master is hidden in a [E21] carafe [E22] of wine in his 1597 oil painting bacchus one of his most acclaimed works	17	content	container	1
110	then i swept up the dust which looked like sawdust and put it in a [E11] plastic container [E12] which was in a [E21] cabinet [E22] under the granite counter top	17	content	container	1
111	in the former method the [E11] acetone [E12] was distilled from an allraline [E21] solution [E22] after the excess oxidant had been destroyed with sodium	13	entity	origin	1
112	in this comprehensive [E11] guide [E12] over 850 [E21] roses [E22] are described illustrated and arranged by group	1	message	topic	1
113	[E11] chestnut [E12] [E21] flour [E22] was more common than wheat flour in the italian alps a century ago	14	origin	entity	2
114	for us the term [E11] artists [E12] [E21] book [E22] simply means a book made by an artist; a book made as a work of art rather than as a literary artifact	4	producer	product	2
115	my parents bought her a [E11] silver [E12] [E21] necklace [E22] almost identical to the one pictured	0	other	other	0
116	forward [E11] motion [E12] of the vehicle through the air caused a [E21] suction [E22] on the road draft tube	9	cause	effect	1
117	paul friedrich guides us through a [E11] babel [E12] of [E21] words [E22] and worlds of the imagination ranging from his translations from five languages notably the russian of his literary studies to the poetry of the indian mexico of his anthropological field work to america writ large - - super highways a vermont farm father and child	0	other	other	0
118	the picture below shows a view chapel and west range of the inner [E11] courtyard [E12] of the [E21] castle [E22]	11	component	whole	1
119	i was attacked by a [E11] flock [E12] of [E21] pigeons [E22] today	16	collection	member	2
120	that [E11] decision [E12] was also the subject of an unsuccessful [E21] legal challenge [E22]	0	other	other	0
121	the exit temperature of an effluent [E11] stream [E12] from the low temperature steam reforming [E21] reactor [E22] is not higher than 600 c	13	entity	origin	1
122	individual [E11] investors [E12] moved into the [E21] property [E22]	7	entity	destination	1
123	one of the trickiest [E11] questions [E12] to answer in an interview relates to [E21] salary [E22]	1	message	topic	1
124	this [E11] tradition [E12] has been narrated in prophet early [E21] biographies [E22]	2	topic	message	2
125	a [E11] thief [E12] who tried to steal the truck broke the igenition with [E21] screwdriver [E22]	6	agency	instrument	2
126	after the marian reforms the legion was notionally a [E11] unit [E12] of heavy [E21] infantrymen [E22] armed with just sword and pilum but even so it was normally fielded with attached auxiliary skirmishers and missile troops and incorporated a small cavalry unit	16	collection	member	2
127	the prosecutors carried [E11] guns [E12] into the [E21] court room [E22]	7	entity	destination	1
128	the [E11] malfunctions [E12] on monday caused [E21] delays [E22] for patrons waiting to check out or renew books at the branches and impeded access to personal accounts that allow users to renew or hold books online	9	cause	effect	1
129	[E11] chemical weapons [E12] have been dropped into the [E21] lake [E22]	7	entity	destination	1
130	many other [E11] dwarves [E12] also hailed from this infamous [E21] clan [E22]	13	entity	origin	1
131	the [E11] nose [E12] of a [E21] bloodhound [E22] is so good that evidence found by a bloodhound will hold up in matters involving the united states supreme court	11	component	whole	1
132	global digital music sales grow as the music [E11] industry [E12] develops new business [E21] models [E22]	4	producer	product	2
133	the [E11] devices [E12] were manufactured at the [E21] factory [E22] in beaverton well into the 1980s when production was shifted elsewhere and portions of the factory sold	3	product	producer	1
134	an expensive uniform and a strict ballot rendered it somewhat too exclusive in its character but in the end it answered its purpose by becoming practically a [E11] muster [E12] of the national [E21] leaders [E22] of the present and the future	16	collection	member	2
135	the [E11] train ride [E12] from [E21] station [E22] to station is approximate 30 minutes	0	other	other	0
136	the archaeological site yields [E11] relics [E12] from long - forgotten [E21] culture [E22]	13	entity	origin	1
137	a [E11] maze [E12] of interlocking [E21] jurisdictions [E22] and levels of government confronts average citizens in trying to solve even the simplest of problems	0	other	other	0
138	water [E11] damage [E12] from roof leaks plumbing leaks or flooding lead to the [E21] growth [E22] of molds	9	cause	effect	1
139	warm weather is here and with it comes the [E11] scourge [E12] of [E21] mosquitoes [E22]	0	other	other	0
140	the [E11] formation [E12] of struvite [E21] stones [E22] is associated with the presence of urea - splitting bacteria most commonly proteus mirabilis but also klebsiella serratia providencia species	0	other	other	0
141	our army was successfully engaged during the day with strong rearguards of all arms on the petit morin river thereby materially assisting the progress of the french armies on our right and left against whom the [E11] enemy [E12] was making his greatest [E21] efforts [E22]	0	other	other	0
142	so when william did cross the boyne on july 1st 1690 he had an army consisting of the [E11] riffraff [E12] of europe [E21] mercenaries [E22]	16	collection	member	2
143	the overall [E11] geometry [E12] of the heart was extracted from the intensity [E21] data [E22]	13	entity	origin	1
144	the [E11] discomfort [E12] from the [E21] injury [E22] was now precluding him from his occupation which involved prolonged procedures in the standing position	10	effect	cause	2
145	flames of purple pink yellow and blue dance in the air as a [E11] coven [E12] of [E21] sorcerers [E22] call forth energies from within the empyrean	16	collection	member	2
146	out of the early morning haze a [E11] convoy [E12] of articulated [E21] lorries [E22] pulls into the gashouder square	16	collection	member	2
147	this book has transported [E11] readers [E12] into [E21] ancient times [E22]	7	entity	destination	1
148	we always try to maintain the best [E11] environment [E12] for [E21] programmers [E22] starting with good salary and conducive working environment	0	other	other	0
149	indeed a green or black basalt heart [E11] scarab [E12] was found put inside the [E21] body [E22] in its place	17	content	container	1
150	the first [E11] motorcycle [E12] was manufactured in a small wood [E21] building [E22] with only one room	13	entity	origin	1
151	the [E11] water [E12] pushed to the coast resulted in [E21] tides [E22] as much as three feet above normal with waves of 5 - 10 feet atop these tides	9	cause	effect	1
152	the [E11] chapters [E12] in this book investigate [E21] issues [E22] and communities	1	message	topic	1
153	he rescheduled the birthday [E11] party [E12] to the [E21] next day [E22]	7	entity	destination	1
154	the [E11] bacterial aerosol [E12] was generated from an up - draft [E21] nebulizer [E22]	4	producer	product	2
155	[E11] people [E12] have travelled into [E21] space [E22] but not the deep ocean	7	entity	destination	1
156	for those of you who are unsure what afrikaans is it is a language which originated from the dutch which were the first settlers in south africa and the unique [E11] language [E12] was evolved from other [E21] settlers [E22] from malaya indonesia madagascar and west africa	13	entity	origin	1
157	[E11] beaver [E12] [E21] dams [E22] are created as a protection against predators such as coyotes wolves and bears and to provide easy access to food during winter	4	producer	product	2
158	so the theme of the [E11] play [E12] has to do with [E21] religion [E22]	1	message	topic	1
159	there has been intense [E11] debate [E12] over the circles [E21] origins [E22]	1	message	topic	1
160	i have recently developed creases in my [E11] ear [E12] [E21] lobes [E22]	12	whole	component	2
161	manufacturing extra neutral [E11] alcohol [E12] which is the basic ingredient used for making [E21] liquor [E22] the commodity was largely used by companies making indian made foreign liquor imfl	14	origin	entity	2
162	initially the [E11] user [E12] calibrates the microscope with a fluorescence lifetime [E21] standard [E22] positioned at the sample plane	6	agency	instrument	2
163	the [E11] province [E12] comprises the southeastern [E21] part [E22] of panay island with island - province of guimaras just across its coast	12	whole	component	2
164	the [E11] charge [E12] is the source of an electric [E21] field [E22] which carries energy - the electrostatic self - energy	9	cause	effect	1
165	the [E11] tardiness [E12] however has been caused by the [E21] arrival [E22] of my old man; who in true bloodworth fashion has had me walking everywhere	10	effect	cause	2
166	the [E11] key [E12] was in a [E21] chest [E22]	17	content	container	1
167	the [E11] residue [E12] was distilled from an arbuzov [E21] flask [E22]	13	entity	origin	1
168	as the gondorians moved forward the evil force started to withdraw unleashing a [E11] rain [E12] of deadly [E21] arrows [E22] into the heavily armoured gondorians	16	collection	member	2
169	it is a medieval latin [E11] manuscript [E12] relating the early [E21] history [E22] of the isle of man	1	message	topic	1
170	the river had now turned into full [E11] flood [E12] after the [E21] deluge [E22] of rain a few days ago	10	effect	cause	2
171	he stopped rowing when the boat was opposite to the paddle wheel of the steamer and the [E11] steamer [E12] stopped her [E21] engine [E22] at the same time	12	whole	component	2
172	this is the [E11] umbrella [E12] that peels the potatoes with a [E21] pencil [E22] and makes a pink ink with the peelings stood up	6	agency	instrument	2
173	this american - style [E11] wheat [E12] [E21] ale [E22] is a light unfiltered brew with a citrus aroma andflavor imparted by a late addition of lemon grass	14	origin	entity	2
174	the [E11] car [E12] left the [E21] plant [E22]	13	entity	origin	1
175	our experience extends to 15 years continued promotion of this [E11] archipelago [E12] of nine [E21] islands [E22]	12	whole	component	2
176	to separate the solids at the end of the experiment the [E11] clay [E12] was contained in a semi - permeable [E21] membrane tubing [E22]	17	content	container	1
177	this machine is blowing [E11] sand [E12] into [E21] molds [E22]	7	entity	destination	1
178	the [E11] cultivation [E12] consisted of plowing the crop with a double - shovel [E21] plow [E22]	0	other	other	0
179	the final [E11] chapter [E12] offers a [E21] theological survey [E22] of the use of the formula	1	message	topic	1
180	she mentioned the [E11] scandal [E12] caused by a bbc [E21] documentary [E22] on the treatment of children in a special - needs home and asked how the state had responded to these	10	effect	cause	2
181	isolated fractures of the [E11] shaft [E12] of the [E21] ulna [E22] without other fractures often result when the forearm is raised to fend off a blow	11	component	whole	1
182	we have placed the [E11] candidates [E12] into [E21] roles [E22]	0	other	other	0
183	frequent agitations throw academic [E11] life [E12] into [E21] disarray [E22]	0	other	other	0
184	still other examples of the [E11] potter [E12] [E21] ceramics [E22] are clad in slinky assortments of tassels and beads	4	producer	product	2
185	the [E11] nasal cavity [E12] of [E21] birds [E22] contains turbinates bang 1971 cartilaginous structures that are thought to have as one of their functions water recovery from air	11	component	whole	1
186	thus in simple words a [E11] tendon [E12] attaches a [E21] muscle [E22] to a bone	0	other	other	0
187	[E11] positions [E12] were denoted by [E21] black dots [E22] along the tracks the adjacent numbers indicating the day of the month	0	other	other	0
188	the world health organization who found that the [E11] radiation [E12] release from the chernobyl [E21] accident [E22] was 200 times that of the hiroshima and nagasaki	10	effect	cause	2
189	my dog ate a [E11] cellophane bag [E12] full of [E21] dog treats [E22] on tuesday	18	container	content	2
190	the [E11] owl [E12] held the mouse in its [E21] claw [E22]	12	whole	component	2
191	this is how grain was delivered to the wooden grain bins and [E11] hay [E12] was put inside the upper part of the rock [E21] barn [E22]	7	entity	destination	1
192	police foiled an attempt to kill an [E11] artist [E12] who drew a [E21] cartoon [E22] depicting the prophet muhammad that sparked outrage in the muslim world	4	producer	product	2
193	when woody harrelson received a copy of the screenplay for zombieland last year he stuffed the [E11] paper [E12] into his duffel [E21] bag [E22] of unread scripts and promptly forgot about it	7	entity	destination	1
194	the city is a [E11] treasure trove [E12] of terrific [E21] libraries [E22] interesting museums and wonderful victorian architecture complemented by the incomparable work of scotland greatest architect charles rennie mackintosh	16	collection	member	2
195	we leave the [E11] bail [E12] of the [E21] reel [E22] open and place your the rod in a double mounted set up as shown on the facing page	11	component	whole	1
196	the mapungubwe collection at the university of pretoria features remarkable [E11] works [E12] from the largely forgotten [E21] kingdom [E22] of mapungubwe that flourished near the confluence of the limpopo and shashe rivers between 1000 and 1300 ad	13	entity	origin	1
197	also in the midst of the [E11] confusion [E12] caused by the [E21] coup [E22] the issuing of militant posters was a way for artists and organizations to declare their active engagement against the rebellion	10	effect	cause	2
198	the title is taken from an 1813 [E11] book [E12] by a virginia [E21] planter [E22] and senator named john taylor	3	product	producer	1
199	in the same way a [E11] society [E12] is built up of many [E21] individuals [E22]	16	collection	member	2
200	the [E11] scientist [E12] approached the big cat with a [E21] notepad [E22] and a pencil in her hands	6	agency	instrument	2
201	the bottom [E11] photo [E12] is from the new york public [E21] library [E22]	13	entity	origin	1
202	the [E11] accident [E12] caused a major traffic [E21] snarl [E22] on the arterial road	9	cause	effect	1
203	two plane crash survivors have paid a special visit to the hutt hospital [E11] surgeon [E12] whose [E21] team [E22] helped to re - build their shattered faces eight years ago	0	other	other	0
204	the [E11] dress [E12] was in a [E21] trunk [E22] dated summer of 1938 along with several other dresses from this same period	17	content	container	1
205	the various forms of idealistic materialistic and agnostic philosophies are subject to the [E11] tension [E12] caused by the indicated [E21] situation [E22]	10	effect	cause	2
206	from him cain learns that alexis had survived his suicide and became the [E11] leader [E12] of that [E21] organization [E22] renaming it delilah	15	member	collection	1
207	james hagler venice [E11] director [E12] of historical resources has completed a picture [E21] book [E22] of the area buildings	4	producer	product	2
208	a program has fetched [E11] data [E12] into host variable [E21] arrays [E22]	7	entity	destination	1
209	recently only insignificant [E11] things [E12] arrive to [E21] theatres [E22]	7	entity	destination	1
210	tissue damage and [E11] electrode [E12] [E21] corrosion [E22] are both associatcd with high charge density stimulation	0	other	other	0
211	two of walters fingers are inside the [E11] koala [E12] [E21] pouch [E22]	12	whole	component	2
212	in a former residence your writer had an atrium containing a [E11] duel [E12] of doves [E21] moles [E22] numbering 22	16	collection	member	2
213	to stand up to the wind [E11] umbrella [E12] [E21] frames [E22] are strong yet flexible	12	whole	component	2
214	[E11] contractions [E12] of the diaphragm are caused by stimulation of the vagus nerve either by the brain or by [E21] irritation [E22] anywhere along the length of the nerve	10	effect	cause	2
215	a 15 minute [E11] plane [E12] drive from [E21] runway [E22] to terminal is uncommon	13	entity	origin	1
216	the geometric [E11] skeleton [E12] is derived from a static [E21] object [E22] using an implicit would irections method	13	entity	origin	1
217	the [E11] filmmakers [E12] dug a large [E21] hole [E22] in the ground for the scene where the narnians cause the pillars supporting the growth near aslan how to collapse on the telmarines	4	producer	product	2
218	it is a monthly [E11] report [E12] providing [E21] opinion [E22] and advice on current united states government contract issues	1	message	topic	1
219	[E11] governments [E12] frightened of losing votes resolved the crisis through [E21] subsidization [E22]	6	agency	instrument	2
220	for christmas daniel gave kelly a tiffany bracelet and for valentine day he bought a [E11] diamond [E12] [E21] necklace [E22]	0	other	other	0
221	we also passed a [E11] wake [E12] of turkey [E21] buzzards [E22] and i was again glad to not be driving because my car and i both have shaky nerves still from the great turkey buzzard incident of 08	16	collection	member	2
222	plantar [E11] warts [E12] are caused by a [E21] virus [E22] that infects the outer layer of skin on the soles of the feet	10	effect	cause	2
223	the [E11] sensor [E12] was manufactured in a cost effective thin film [E21] process [E22]	0	other	other	0
224	the putative left we see is just as eager as the nominal right to brand crime and violence with any hint of political motivation as terrorism and therefore to remove it from the ordinary processes of criminal law and sanction which are already quite draconian in these united states and to animate parallel systems of harsher surveillance and punishment for the political [E11] compeers [E12] of such [E21] criminals [E22]	0	other	other	0
225	the [E11] list [E12] of the 10 most beautiful women posted on the official web site of the 2009 australian open was filled with sleek thin [E21] images [E22]	12	whole	component	2
226	the [E11] rope [E12] of the [E21] prayer - bell [E22] was there in a perfect state and coiled up	11	component	whole	1
227	one man pours on a liquid while the other [E11] man [E12] stirs the mixture with a wooden [E21] paddle [E22] or spatula	6	agency	instrument	2
228	besides the chinese case also challenges some ideas of rss theory including the concept of [E11] alliance [E12] of different social [E21] classes [E22] and the role of working class in democratization	16	collection	member	2
229	as the us and colombian military put pressure on drug traffickers [E11] operations [E12] are migrating into [E21] nearby countries [E22]	7	entity	destination	1
230	a conical [E11] cover [E12] preserved in a [E21] ewer [E22] in athens accords extremely well with the form of these vessels	17	content	container	1
