Instrument-Agency(e2,e1)	1	2	e11 adults e12 use e21 drugs e22 for this purpose	adults # use $ drugs	1	3	5	7	11
Instrument-Agency(e2,e1)	1	2	the e11 councilor e12 proposed assessing infinitival complements through e21 elicitation e22	councilor # through $ elicitation	2	4	10	12	13
Cause-Effect(e2,e1)	1	2	as in the popular movie deep impact the action of the perseid e11 meteor shower e12 is caused by a e21 comet e22 in this case periodic comet swift - tuttle	meteor # is caused by $ comet	13	16	21	23	32
Other	1	2	the following information appeared in the e11 notes e12 to consolidated financial e21 statements e22 of some corporate annual reports	notes # to $ statements	7	9	13	15	21
Other	1	2	hiphop appropriates the symbols of a consumer society : oversized e11 diamond e12 e21 colliers e22 are worn	diamond # $ colliers	11	13	14	16	19
Cause-Effect(e2,e1)	1	2	the e11 radiation e12 from the atomic e21 bomb explosion e22 is a typical acute radiation	radiation # from $ explosion	2	4	8	11	17
Component-Whole(e2,e1)	1	2	the ride - on e11 boat e12 e21 tiller e22 was developed by engineers arnold s juliano and dr eulito u bautista	boat # $ tiller	5	7	8	10	23
Cause-Effect(e2,e1)	1	2	a neoplastic e11 recurrence e12 arose from an extensive e21 radiation e22 induced ulceration	recurrence # arose from $ radiation	3	5	10	12	15
Cause-Effect(e2,e1)	1	2	he has a tattoo on his right arm and e11 scars e12 from e21 stitches e22 on his right elbow	scars # from $ stitches	10	12	14	16	21
Member-Collection(e2,e1)	1	2	whether your home includes a charm of finches a sute of bloodhounds or a e11 knob e12 of e21 toads e22 i think it is important to keep the numbers within reason	knob # of $ toads	15	17	19	21	33
Message-Topic(e1,e2)	1	2	furthermore these ingo practitioners constructed a e11 discourse e12 around e21 participation e22 which distorted the real significance of participation	discourse # around $ participation	7	9	11	13	21
Other	1	2	kelvin bought a e11 silver e12 e21 ring e22 which he was so happy with and he keeps wearing it now even though its abit too big haha	silver # $ ring	4	6	7	9	29
Message-Topic(e1,e2)	1	2	scientists are in the midst of an ongoing e11 debate e12 about the relative e21 value e22 of openness and collaboration in their profession	debate # about $ value	9	11	15	17	25
Content-Container(e1,e2)	1	2	this cut blue and white striped cotton e11 dress e12 with red bands on the bodice was in a e21 trunk e22 of vintage barbie clothing	dress # was in $ trunk	8	10	20	22	27
Other	1	2	my major e11 disagreement e12 with lyons concerns the e21 causal part e22 of his theory	disagreement # with $ part	3	5	10	13	17
Entity-Destination(e1,e2)	1	2	both his e11 feet e12 have been moving into the e21 ball e22	feet # have been moving into $ ball	3	5	11	13	14
Content-Container(e1,e2)	1	2	the scissors were in a small plastic soap container next to a bar of soap and the e11 box cutters e12 were in a e21 box e22 next to a bottle of after - shave lotion	box # were in $ box	18	21	25	27	37
Member-Collection(e2,e1)	1	2	a great e11 wing e12 of fluorite e21 dragons e22 the greatest concentration of the rather solitary dragons ever known joined the desperate battle with the blues and silvers against chaos	wing # of $ dragons	3	5	8	10	32
Entity-Destination(e1,e2)	1	2	as a control e11 cowpea e12 was sealed in e21 double bags e22 without fumigant	cowpea # was sealed in $ bags	4	6	10	13	16
Other	1	2	the infectious bacterial disease e11 brucellosis e12 has been found in a beef e21 cow e22 in eastern idaho	brucellosis # has been found in $ cow	5	7	14	16	20
Other	1	2	as the anglo - norman force sustained but little loss in this battle their archers at the onset showered a hail of arrows upon the irish host who were not protected with mail armour and shot them down in hundreds before they could get to close quarters ; and then the charge of the heavy anglo - norman cavalry of mail - clad knights completed the havoc and e11 rout e12 of the undisciplined gaelic e21 hosts e22	rout # of $ hosts	69	71	76	78	79
Entity-Origin(e1,e2)	1	2	the first incarnation of this series was set in the 1940s during world war ii when the e11 princess e12 left her native paradise e21 island e22 where amazon women had lived for centuries to help the american foil the nazis	princess # left her $ island	18	20	25	27	42
Message-Topic(e1,e2)	1	2	cieply e11 story e12 makes a compelling e21 point e22 about modern - day studio economics	story # makes $ point	2	4	8	10	17
Entity-Destination(e1,e2)	1	2	we poured the e11 milk e12 into the e21 pumpkin mixture e22	milk # into $ mixture	4	6	9	12	13
Entity-Origin(e1,e2)	1	2	lawyers in detroit also worked overtime as several e11 lawsuits e12 ensued from angry and injured e21 fans e22	lawsuits # ensued from $ fans	9	11	17	19	20
Cause-Effect(e2,e1)	1	2	the continuing nigerian e11 outbreak e12 is the biggest ever caused by the e21 vaccine e22	outbreak # is caused by $ vaccine	4	6	14	16	17
Member-Collection(e2,e1)	1	2	our mercenary army has now degenerated into a godless e11 cabal e12 of mindless e21 killers e22 not unlike the soviets that were butchering civilians in afghanistan exactly as sadistically as we have	cabal # of $ killers	10	12	15	17	34
Cause-Effect(e2,e1)	1	2	the e11 fire e12 inside wtc was caused by exploding e21 fuel e22	fire # was caused by exploding $ fuel	2	4	11	13	14
Entity-Destination(e1,e2)	1	2	the e11 epithelium e12 from the knockout mouse bladder is migrating into the transplanted e21 matrix e22	epithelium # is migrating into $ matrix	2	4	15	17	18
Entity-Origin(e1,e2)	1	2	the e11 staff e12 was removed from his e21 position e22	staff # was removed from his $ position	2	4	9	11	12
Cause-Effect(e2,e1)	1	2	the e11 suffering e12 caused by the e21 terrorists e22 is the real torture	suffering # caused by $ terrorists	2	4	8	10	15
Message-Topic(e2,e1)	1	2	this e11 love e12 of nature gift has been reflected in e21 artworks e22 dating back more than a thousand years	love # has been reflected in $ artworks	2	4	12	14	22
Product-Producer(e2,e1)	1	2	the e11 court e12 decided the objection by making the instalment e21 order e22 as sought	court # by making $ order	2	4	12	14	17
Cause-Effect(e2,e1)	1	2	in a poetic twist the e11 tsunami e12 triggered by the rock e21 band e22 forced many american jazz and blues singers to seek work in the united kingdom which is where anderson found a receptive audience in 1965	tsunami # triggered by $ band	6	8	13	15	40
Cause-Effect(e2,e1)	1	2	e11 leakage e12 and fire caused due to e21 corrosion e22 of bypass piping for recirculation gas at a fuel oil desulphurization unit	leakage # caused to $ corrosion	1	3	9	11	24
Instrument-Agency(e2,e1)	1	2	a team of students from virginia tech university have created a vehicle that allows vision impaired e11 drivers e12 to take control of the e21 wheel e22	drivers # to take $ wheel	17	19	25	27	28
Member-Collection(e2,e1)	1	2	bmw idrive 4 0 brings in a e11 horde e12 of new e21 features e22	horde # of $ features	8	10	13	15	16
Cause-Effect(e1,e2)	1	2	the metal e11 ball e12 makes a ding ding ding e21 noise e22 when it swings back and hits the metal body of the lamp	ball # makes ding ding ding $ noise	3	5	11	13	26
Member-Collection(e2,e1)	1	2	it consists of an e11 ensemble e12 of e21 ladies e22 who are highly qualified to play various arabic musical instruments	ensemble # of $ ladies	5	7	9	11	22
Product-Producer(e1,e2)	1	2	it underscores the need for continued surveillance of nicotine delivery in e11 products e12 created by an unregulated e21 industry e22	products # created by $ industry	12	14	19	21	22
Other	1	2	unlike other fish grunion come out of the water completely to lay their eggs in the wet e11 sand e12 of the e21 beach e22	sand # of $ beach	18	20	23	25	26
Entity-Destination(e1,e2)	1	2	a large e11 marble e12 was dropped into the e21 bowl e22	marble # was dropped into $ bowl	3	5	10	12	13
Cause-Effect(e2,e1)	1	2	historical view of the e11 damage e12 caused by the 1693 catania e21 earthquake e22 and the reconstruction activities	damage # caused by $ earthquake	5	7	13	15	20
Cause-Effect(e2,e1)	1	2	ai requested that the perpetrators be prosecuted to the fullest extent of the law that adequate compensation be provided to the victims and that senior government and police officials offer apologies for the e11 suffering e12 caused by the responsible police e21 officers e22	suffering # caused by $ officers	34	36	42	44	45
Other	1	2	the e11 findings e12 have been published in a special e21 section e22 of the academic journal archives of sexual behavior	findings # have been published in $ section	2	4	11	13	22
Entity-Origin(e1,e2)	1	2	an amtrak e11 passenger e12 who alarmed fellow passengers by talking about terrorist threats on a cellphone was pulled from the e21 train e22 and is being held in colorado	passenger # was pulled from $ train	3	5	22	24	31
Component-Whole(e1,e2)	1	2	the e11 introduction e12 in the e21 book e22 is a summary of what is in the text	introduction # in $ book	2	4	7	9	19
Entity-Origin(e1,e2)	1	2	the second e11 simulation e12 was started from the uncomplexed x - ray e21 structure e22 after insertion of the ligand into the binding site	simulation # was started from $ structure	3	5	14	16	26
Instrument-Agency(e2,e1)	1	2	this e11 user e12 plays games on a portable e21 console e22	user # on $ console	2	4	10	12	13
Entity-Origin(e1,e2)	1	2	the ambitious eurasia e11 exhibition e12 arose from an e21 idea e22 by achille bonito oliva	exhibition # arose from $ idea	4	6	10	12	17
Instrument-Agency(e2,e1)	1	2	the e11 driver e12 of the cement truck cleaned the loading chute on his truck with a truck - mounted water e21 hose e22 and began to pull away	driver # with $ hose	2	4	22	24	30
Cause-Effect(e2,e1)	1	2	the marshall plan also provided a way of gaining public acceptance in europe for the new deal format that the united states had successfully used before the war to end the e11 recession e12 triggered by the 1929 wall street e21 crash e22	recession # triggered by $ crash	32	34	41	43	44
Member-Collection(e2,e1)	1	2	in the corner there are several gate captains and a e11 legion e12 of wu e21 crossbowmen e22	legion # of $ crossbowmen	11	13	16	18	19
Cause-Effect(e2,e1)	1	2	once they grow there the e11 swelling e12 and inflammation caused by the e21 infection e22 closes off the sac causing it not to shed bacteria and protecting the bacteria inside from antibiotics and your body own immune cells	swelling # caused by $ infection	6	8	14	16	40
Cause-Effect(e2,e1)	1	2	guitars are played acoustically ; the e11 tone e12 is produced by the e21 vibration e22 of the strings which is amplified by the body of the guitar which acts as a large hollow resonating chamber or they may rely on an amplifier that can electronically manipulate tone	tone # is produced by $ vibration	7	9	14	16	49
Other	1	2	flowers are reborn from the soil and the climate begins to warm all set to a e11 score e12 improvised by an e21 orchestra e22 of birds	score # improvised by $ orchestra	17	19	23	25	28
Entity-Destination(e1,e2)	1	2	he posted the e11 answers e12 to the e21 website e22	answers # to $ website	4	6	9	11	12
Cause-Effect(e2,e1)	1	2	arcane subtlety reduced the threat caused by polymorph by 40 at max rank though the e11 threat e12 caused by the e21 spell e22 is minimal	threat # caused by $ spell	16	18	22	24	27
Instrument-Agency(e2,e1)	1	2	a e11 programmer e12 uses a high level e21 language e22 to implement its algorithms	programmer # uses $ language	2	4	9	11	16
Cause-Effect(e2,e1)	1	2	the beautiful hydrothermal features in the park geysers hot springs mud pots etc the uplift and subsidence and many of the e11 earthquakes e12 are caused by the e21 movements e22 of hydrothermal and or magmatic fluids	earthquakes # are caused by $ movements	22	24	29	31	38
Content-Container(e1,e2)	1	2	flowers are nice but do not last very long and the e11 fruit e12 in a fruit e21 basket e22 often goes bad	fruit # in $ basket	12	14	18	20	24
Component-Whole(e1,e2)	1	2	he decided to pad the e11 heel e12 of e21 shoes e22 with a shock absorbing insole or heel pad	heel # of $ shoes	6	8	10	12	21
Instrument-Agency(e2,e1)	1	2	from the scots lingle and french ligneul lignoul comes a e11 shoemaker e12 sewing e21 thread e22 waxed and bristled see waxed end	shoemaker # sewing $ thread	11	13	15	17	24
Entity-Destination(e1,e2)	1	2	one e11 tablet e12 per quart was dropped into a e21 canteen e22 and made the water safe to drink	tablet # was dropped into $ canteen	2	4	11	13	21
Content-Container(e1,e2)	1	2	the tiny e11 image e12 of the renaissance master is hidden in a e21 carafe e22 of wine in his 1597 oil painting bacchus one of his most acclaimed works	image # is hidden in $ carafe	3	5	14	16	31
Content-Container(e1,e2)	1	2	then i swept up the dust which looked like sawdust and put it in a e11 plastic container e12 which was in a e21 cabinet e22 under the granite counter top	plastic # was in $ cabinet	16	19	24	26	32
Entity-Origin(e1,e2)	1	2	in the former method the e11 acetone e12 was distilled from an allraline e21 solution e22 after the excess oxidant had been destroyed with sodium	acetone # was distilled from $ solution	6	8	14	16	26
Message-Topic(e1,e2)	1	2	in this comprehensive e11 guide e12 over 850 e21 roses e22 are described illustrated and arranged by group	guide # over $ roses	4	6	9	11	19
Entity-Origin(e2,e1)	1	2	e11 chestnut e12 e21 flour e22 was more common than wheat flour in the italian alps a century ago	chestnut # $ flour	1	3	4	6	20
Product-Producer(e2,e1)	1	2	for us the term e11 artists e12 e21 book e22 simply means a book made by an artist ; a book made as a work of art rather than as a literary artifact	artists # $ book	5	7	8	10	34
Other	1	2	my parents bought her a e11 silver e12 e21 necklace e22 almost identical to the one pictured	silver # $ necklace	6	8	9	11	18
Cause-Effect(e1,e2)	1	2	forward e11 motion e12 of the vehicle through the air caused a e21 suction e22 on the road draft tube	motion # caused $ suction	2	4	13	15	21
Other	1	2	paul friedrich guides us through a e11 babel e12 of e21 words e22 and worlds of the imagination ranging from his translations from five languages notably the russian of his literary studies to the poetry of the indian mexico of his anthropological field work to america writ large - - super highways a vermont farm father and child	babel # of $ words	7	9	11	13	59
Component-Whole(e1,e2)	1	2	the picture below shows a view chapel and west range of the inner e11 courtyard e12 of the e21 castle e22	courtyard # of $ castle	14	16	19	21	22
Member-Collection(e2,e1)	1	2	i was attacked by a e11 flock e12 of e21 pigeons e22 today	flock # of $ pigeons	6	8	10	12	14
Other	1	2	that e11 decision e12 was also the subject of an unsuccessful e21 legal challenge e22	decision # was $ challenge	2	4	12	15	16
Entity-Origin(e1,e2)	1	2	the exit temperature of an effluent e11 stream e12 from the low temperature steam reforming e21 reactor e22 is not higher than 600 c	stream # from $ reactor	7	9	16	18	25
Entity-Destination(e1,e2)	1	2	individual e11 investors e12 moved into the e21 property e22	investors # moved into $ property	2	4	8	10	11
Message-Topic(e1,e2)	1	2	one of the trickiest e11 questions e12 to answer in an interview relates to e21 salary e22	questions # relates to $ salary	5	7	15	17	18
Message-Topic(e2,e1)	1	2	this e11 tradition e12 has been narrated in prophet early e21 biographies e22	tradition # has been narrated in $ biographies	2	4	11	13	14
Instrument-Agency(e2,e1)	1	2	a e11 thief e12 who tried to steal the truck broke the igenition with e21 screwdriver e22	thief # with $ screwdriver	2	4	15	17	18
Member-Collection(e2,e1)	1	2	after the marian reforms the legion was notionally a e11 unit e12 of heavy e21 infantrymen e22 armed with just sword and pilum but even so it was normally fielded with attached auxiliary skirmishers and missile troops and incorporated a small cavalry unit	unit # of $ infantrymen	10	12	15	17	44
Entity-Destination(e1,e2)	1	2	the prosecutors carried e11 guns e12 into the e21 court room e22	guns # into $ room	4	6	9	12	13
Cause-Effect(e1,e2)	1	2	the e11 malfunctions e12 on monday caused e21 delays e22 for patrons waiting to check out or renew books at the branches and impeded access to personal accounts that allow users to renew or hold books online	malfunctions # caused $ delays	2	4	8	10	38
Entity-Destination(e1,e2)	1	2	e11 chemical weapons e12 have been dropped into the e21 lake e22	chemical # have been dropped into $ lake	1	4	10	12	13
Entity-Origin(e1,e2)	1	2	many other e11 dwarves e12 also hailed from this infamous e21 clan e22	dwarves # hailed from $ clan	3	5	11	13	14
Component-Whole(e1,e2)	1	2	the e11 nose e12 of a e21 bloodhound e22 is so good that evidence found by a bloodhound will hold up in matters involving the united states supreme court	nose # of $ bloodhound	2	4	7	9	30
Product-Producer(e2,e1)	1	2	global digital music sales grow as the music e11 industry e12 develops new business e21 models e22	industry # develops $ models	9	11	15	17	18
Product-Producer(e1,e2)	1	2	the e11 devices e12 were manufactured at the e21 factory e22 in beaverton well into the 1980s when production was shifted elsewhere and portions of the factory sold	devices # were manufactured at $ factory	2	4	9	11	29
Member-Collection(e2,e1)	1	2	an expensive uniform and a strict ballot rendered it somewhat too exclusive in its character but in the end it answered its purpose by becoming practically a e11 muster e12 of the national e21 leaders e22 of the present and the future	muster # of $ leaders	28	30	34	36	43
Other	1	2	the e11 train ride e12 from e21 station e22 to station is approximate 30 minutes	train # from $ station	2	5	7	9	16
Entity-Origin(e1,e2)	1	2	the archaeological site yields e11 relics e12 from long - forgotten e21 culture e22	relics # from $ culture	5	7	12	14	15
Other	1	2	a e11 maze e12 of interlocking e21 jurisdictions e22 and levels of government confronts average citizens in trying to solve even the simplest of problems	maze # of interlocking $ jurisdictions	2	4	7	9	26
Cause-Effect(e1,e2)	1	2	water e11 damage e12 from roof leaks plumbing leaks or flooding lead to the e21 growth e22 of molds	damage # to $ growth	2	4	15	17	20
Other	1	2	warm weather is here and with it comes the e11 scourge e12 of e21 mosquitoes e22	scourge # of $ mosquitoes	10	12	14	16	17
Other	1	2	the e11 formation e12 of struvite e21 stones e22 is associated with the presence of urea - splitting bacteria most commonly proteus mirabilis but also klebsiella serratia providencia species	formation # of $ stones	2	4	7	9	30
Other	1	2	our army was successfully engaged during the day with strong rearguards of all arms on the petit morin river thereby materially assisting the progress of the french armies on our right and left against whom the e11 enemy e12 was making his greatest e21 efforts e22	enemy # was making his $ efforts	37	39	44	46	47
Member-Collection(e2,e1)	1	2	so when william did cross the boyne on july 1st 1690 he had an army consisting of the e11 riffraff e12 of europe e21 mercenaries e22	riffraff # of $ mercenaries	19	21	24	26	27
Entity-Origin(e1,e2)	1	2	the overall e11 geometry e12 of the heart was extracted from the intensity e21 data e22	geometry # was extracted from $ data	3	5	14	16	17
Cause-Effect(e2,e1)	1	2	the e11 discomfort e12 from the e21 injury e22 was now precluding him from his occupation which involved prolonged procedures in the standing position	discomfort # from $ injury	2	4	7	9	25
Member-Collection(e2,e1)	1	2	flames of purple pink yellow and blue dance in the air as a e11 coven e12 of e21 sorcerers e22 call forth energies from within the empyrean	coven # of $ sorcerers	14	16	18	20	28
Member-Collection(e2,e1)	1	2	out of the early morning haze a e11 convoy e12 of articulated e21 lorries e22 pulls into the gashouder square	convoy # of $ lorries	8	10	13	15	21
Entity-Destination(e1,e2)	1	2	this book has transported e11 readers e12 into e21 ancient times e22	readers # into $ times	5	7	9	12	13
Other	1	2	we always try to maintain the best e11 environment e12 for e21 programmers e22 starting with good salary and conducive working environment	environment # for $ programmers	8	10	12	14	23
Content-Container(e1,e2)	1	2	indeed a green or black basalt heart e11 scarab e12 was found put inside the e21 body e22 in its place	scarab # was found inside $ body	8	10	16	18	22
Entity-Origin(e1,e2)	1	2	the first e11 motorcycle e12 was manufactured in a small wood e21 building e22 with only one room	motorcycle # was manufactured in $ building	3	5	12	14	19
Cause-Effect(e1,e2)	1	2	the e11 water e12 pushed to the coast resulted in e21 tides e22 as much as three feet above normal with waves of 5 - 10 feet atop these tides	water # resulted in $ tides	2	4	11	13	31
Message-Topic(e1,e2)	1	2	the e11 chapters e12 in this book investigate e21 issues e22 and communities	chapters # in $ issues	2	4	9	11	14
Entity-Destination(e1,e2)	1	2	he rescheduled the birthday e11 party e12 to the e21 next day e22	party # to $ day	5	7	10	13	14
Product-Producer(e2,e1)	1	2	the e11 bacterial aerosol e12 was generated from an up - draft e21 nebulizer e22	bacterial # was generated from $ nebulizer	2	5	13	15	16
Entity-Destination(e1,e2)	1	2	e11 people e12 have travelled into e21 space e22 but not the deep ocean	people # have travelled into $ space	1	3	7	9	15
Entity-Origin(e1,e2)	1	2	for those of you who are unsure what afrikaans is it is a language which originated from the dutch which were the first settlers in south africa and the unique e11 language e12 was evolved from other e21 settlers e22 from malaya indonesia madagascar and west africa	language # was evolved from $ settlers	31	33	38	40	48
Product-Producer(e2,e1)	1	2	e11 beaver e12 e21 dams e22 are created as a protection against predators such as coyotes wolves and bears and to provide easy access to food during winter	beaver # $ dams	1	3	4	6	29
Message-Topic(e1,e2)	1	2	so the theme of the e11 play e12 has to do with e21 religion e22	play # has to do with $ religion	6	8	13	15	16
Message-Topic(e1,e2)	1	2	there has been intense e11 debate e12 over the circles e21 origins e22	debate # over $ origins	5	7	11	13	14
Component-Whole(e2,e1)	1	2	i have recently developed creases in my e11 ear e12 e21 lobes e22	ear # $ lobes	8	10	11	13	14
Entity-Origin(e2,e1)	1	2	manufacturing extra neutral e11 alcohol e12 which is the basic ingredient used for making e21 liquor e22 the commodity was largely used by companies making indian made foreign liquor imfl	alcohol # used for making $ liquor	4	6	15	17	31
Instrument-Agency(e2,e1)	1	2	initially the e11 user e12 calibrates the microscope with a fluorescence lifetime e21 standard e22 positioned at the sample plane	user # $ standard	3	5	13	15	21
Component-Whole(e2,e1)	1	2	the e11 province e12 comprises the southeastern e21 part e22 of panay island with island - province of guimaras just across its coast	province # comprises $ part	2	4	8	10	24
Cause-Effect(e1,e2)	1	2	the e11 charge e12 is the source of an electric e21 field e22 which carries energy - the electrostatic self - energy	charge # is $ field	2	4	11	13	23
Cause-Effect(e2,e1)	1	2	the e11 tardiness e12 however has been caused by the e21 arrival e22 of my old man ; who in true bloodworth fashion has had me walking everywhere	tardiness # has been caused by $ arrival	2	4	11	13	29
Content-Container(e1,e2)	1	2	the e11 key e12 was in a e21 chest e22	key # was in $ chest	2	4	8	10	11
Entity-Origin(e1,e2)	1	2	the e11 residue e12 was distilled from an arbuzov e21 flask e22	residue # was distilled from $ flask	2	4	10	12	13
